Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,Σ Progress,Σ Time Spent,Σ Remaining Estimate,Σ Original Estimate,Labels,Acceptance criteria,Deployment Environment,Target end,Time to SLA,Original story points,Sprint,Categorize,Story Points,Team,Overdue Status,Program Increment,Start date,End date,Baseline start date,Baseline end date,Task mode,Task progress,Risk probability,Risk consequence,Planned Start,Development,Rank,Epic Link,GtmhubObjectID,Parent Link,Actor,Flagged,Target start,Team,Account,Iteration,Planned End,Structure Index Monitor,Team Role
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22606,BIDVOMNI-14045 [ADR][Thanh toán hóa đơn định kỳ] Sai logic xử lý khi call mid 10 - Luồng Thay đổi tài khoản trích nợ đi từ MH chi tiết,Sub-bug,Need To Do,High,Unresolved,"Hiếu, Nguyễn Trung (KCN, PTUDDD)",Anh Mai Huyền,Anh Mai Huyền,10/Apr/25 4:02 PM,,10/Apr/25 4:14 PM,,,,Thanh toán hóa đơn định kỳ,,0,1,_thumb_204229.png,,,,,,"BIDVOMNI-22603, BIDVOMNI-22612",,"*Điều kiện:* Kiểm tra nhận kết quả gọi lấy danh sách tài khoản
- Không thành công: Server trả về lỗi khác T8

*Steps:*

1. MH Danh sách Thanh toán định kỳ
2. Nhấn chọn 1 lệnh thanh toán định kỳ
3. MH Chi tiết lệnh thanh toán định 
4. Nhấn: Thay đổi tài khoản trích nợ

*KQTT:* Không call mid 10 > Phải nhấn vào box ""Thay đổi tài khoản trích nợ mới gọi mid 10

*KQMM:* Nhấn nút ""Thay đổi tài khoản trích nợ"":

Kiểm tra dữ liệu cache đã có danh sách tài khoản thanh toán của MID 10 chưa?
* *Đã lấy thành công trước đó:*
** Lọc lấy danh sách tài khoản thanh toán theo rule Thay đổi tài khoản trích nợ thanh toán định kì = 0443 có debit = yes
** Hiển thị màn hình khởi tạo thanh toán định kì gồm các thông tin:
*** Cụm thông tin Tài khoản trích nợ
*** Cụm thông tin dịch vụ: Dịch vụ; Mã khách hàng
* *Chưa thành công:* Gửi yêu cầu lấy danh sách tài khoản nguồn, thỏa mãn các điều kiện:
** Loại tài khoản: Tài khoản thanh toán
** rule debit = 1
** Mã dịch vụ Thay đổi tài khoản trích nợ thanh toán định kì = 0443",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qgrc:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22612,BIDVOMNI-14045 [ADR][Thanh toán hóa đơn định kỳ] Sai logic xử lý khi call mid 10 - Luồng Thay đổi tài khoản trích nợ đi từ MH danh sách,Sub-bug,Need To Do,High,Unresolved,"Hiếu, Nguyễn Trung (KCN, PTUDDD)",Anh Mai Huyền,Anh Mai Huyền,10/Apr/25 4:13 PM,,10/Apr/25 4:14 PM,,,,Thanh toán hóa đơn định kỳ,,0,1,,,,,,,BIDVOMNI-22606,,"*Điều kiện:* Kiểm tra nhận kết quả gọi lấy danh sách tài khoản
- Không thành công: Server trả về lỗi khác T8

*Steps:*
# MH Danh sách Thanh toán định kỳ
# Nhấn icon Tùy chỉnh
# Nhấn ""Thay đổi tài khoản trích nợ""

*KQTT:* Không call mid 10 > Phải nhấn vào box ""Thay đổi tài khoản trích nợ mới gọi mid 10""

*KQMM:* Nhấn nút ""Thay đổi tài khoản trích nợ"":

Kiểm tra dữ liệu cache đã có danh sách tài khoản thanh toán của MID 10 chưa?
* *Đã lấy thành công trước đó:*
** Lọc lấy danh sách tài khoản thanh toán theo rule Thay đổi tài khoản trích nợ thanh toán định kì = 0443 có debit = yes
** Hiển thị màn hình khởi tạo thanh toán định kì gồm các thông tin:
*** Cụm thông tin Tài khoản trích nợ
*** Cụm thông tin dịch vụ: Dịch vụ; Mã khách hàng
* *Chưa thành công:* Gửi yêu cầu lấy danh sách tài khoản nguồn, thỏa mãn các điều kiện:
** Loại tài khoản: Tài khoản thanh toán
** rule debit = 1
** Mã dịch vụ Thay đổi tài khoản trích nợ thanh toán định kì = 0443",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qgu0:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22603,BIDVOMNI-14045 [ADR][Thanh toán hóa đơn định kỳ] Không hiển thị popup thông báo không lấy được danh sách tài khoản luồng đăng ký mới,Sub-bug,Need To Do,High,Unresolved,"Hiếu, Nguyễn Trung (KCN, PTUDDD)",Anh Mai Huyền,Anh Mai Huyền,10/Apr/25 3:45 PM,,10/Apr/25 4:07 PM,,,,Thanh toán hóa đơn định kỳ,,0,1,,,,,,,"BIDVOMNI-22602, BIDVOMNI-22606, BIDVOMNI-22608",,"*Điều kiện:* Kiểm tra nhận kết quả gọi lấy danh sách tài khoản
- Không thành công: Server trả về lỗi khác T8

*Steps:*

1. MH Danh sách lệnh thanh toán định kỳ
2. Chọn icon +

*KQTT:* Không hiển thị pupup thông báo

*KQMM:* Hiển thị Hiển thị popup thông báo theo des trả về
- Button Đóng -> Đóng popup, quay về màn hình trước đó

2025-04-10 15:25:53,028 INFO [ RequestResponseLoggingFilter] [ 184] [152552642624529] [0982851920] [mid10] - Response: \{""mid"":10,""code"":""01"",""codeFull"":""LIST-ACC-01"",""des"":""Đã xảy ra lỗi trong quá trình gọi lấy danh sách tài khoản. Quý khách vui lòng thử lại"",""ipServer"":""10.22.18.8:8188"",""el"":""2"",""requestId"":""152552642624529"",""showDes"":false,""messages"":[],""success"":false}",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qgmo:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22578,BIDVOMNI-14043 IB] Mẫu thanh toán,Sub-bug,Need To Do,High,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Linh, Đinh Thị Thảo (KCN, PTNV)","Linh, Đinh Thị Thảo (KCN, PTNV)",10/Apr/25 11:25 AM,,10/Apr/25 11:48 AM,,,,Mẫu thanh toán,,0,1,_thumb_204159.png _thumb_204162.png,,,,,,"BIDVOMNI-22577, BIDVOMNI-22583",,"Step:
# Tại màn hình thêm mới mẫu thanh toán
# Nhấn chọn 1 loại dịch vụ

*KQTT:*
* combobox k hiển thị icon loại dịch vụ
* TH nhập loại dịch vụ k tồn tại hiển thị màn kết quả chưa đúng design

*KQMM:* 
* Hiển thị pop-up ""Chọn loại dịch vụ"" gồm các thông tin: Tên loại dịch vụ + Icon biểu tượng loại dịch vụ
* Hiển thị màn k có kết quả theo design",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qf2o:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-21641,BIDVOMNI-13273 [ADR][Đăng nhập] [Kích hoạt lần đầu] User là hộ kinh doanh/Lỗi hiển thị sai button tại thông báo cài đặt PIN,Sub-bug,In Progress,High,Unresolved,"Hiếu, Nguyễn Văn (KCN, PTUDDD)",Thắng Nông Văn,"Duyên, Mai Thị (KCN, PTNV)",27/Mar/25 11:17 AM,,10/Apr/25 10:50 AM,,,,Kích hoạt lần đâu,,0,1,_thumb_201367.png _thumb_201368.png,,,,,,BIDVOMNI-21207,,"*Môi trường:* ADR, SIT

*Bản build:* Bản apk build trực tiếp ngày 25/03/2025

*Điều kiện:* User là hộ kinh doanh custype = 1

*[Steps]*
# Thực hiện kích hoạt user sau khi resetpass
# Kiểm tra thông báo yêu cầu kích hoạt PIN

*[Results]* 
2.1 Hiển thị sai button Đóng nên không thao tác cài PIN được

2.2 Sai icon thông báo

!image-2025-03-27-11-28-18-690.png!

*[Expectations]*

2.1 Hiển thị button Cài đặt PIN

2.2 Icon thông báo thành công chỗ này server vẫn trả về 00

!image-2025-03-27-11-27-41-850.png!",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pop4:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22563,BIDVOMNI-13199 [AND][Tùy chỉnh] Lỗi luồng truy cập tùy chỉnh - case: User chưa login,Sub-bug,Need To Do,High,Unresolved,"Tùng, Hồ Diên (KCN, PTUDDD)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",10/Apr/25 9:42 AM,,10/Apr/25 9:42 AM,,,,Tùy chỉnh chức năng yêu thích,,0,1,,,,,,,,,"1. Tại MH Chưa login
2. Chọn Tùy chỉnh

{*}Hiện tại{*}: Hiển thị MH Tùy chỉnh

{*}Mong muốn{*}: Hiển thị MH login >> Login thành công >> Hiển thị MH Tùy chỉnh",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0qefk:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22546,BIDVOMNI-14045 [ADR][Thanh toán hóa đơn định kỳ] Không refresh lại danh sách lệnh khi xóa lệnh TTHĐ định kỳ,Sub-bug,In Progress,High,Unresolved,"Hiếu, Nguyễn Trung (KCN, PTUDDD)",Anh Mai Huyền,Anh Mai Huyền,09/Apr/25 6:37 PM,,10/Apr/25 9:41 AM,,,,Thanh toán hóa đơn định kỳ,,0,1,,,,,,,"BIDVOMNI-22545, BIDVOMNI-22547",,"*Điều kiện:* Trong danh sách lệnh chỉ có 1 lệnh đăng ký TTHĐ định kỳ duy nhất

*Steps:*
# Thực hiện xóa lệnh TTHĐ định kỳ thành công
# Nhấn ""Đóng"" > Quay lại màn hình danh sách

*KQTT:* Quay lại màn hình danh sách nhưng không refresh lại danh sách mà vẫn hiển thị danh sách có 1 lệnh đó và có thể thực hiện xóa lệnh đó tiếp nhiều lần > Nhấn back khỏi màn hình danh sách và truy cập lại thì mới refresh lại danh sách

*KQMM:* Khi xóa thành công 1 lệnh trong danh sách chỉ có 1 lệnh duy nhất > nhấn Đóng tại popup thông báo xóa thành công > quay lại màn danh sách và refresh lại danh sách trống > Hiển thị màn hình với label thông báo tại client: _""Danh sách trống._ _Quý khách chưa đăng ký lệnh thanh toán định kỳ nào""_",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qe0g:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22532,BIDVOMNI-13264 [AND][SmartOTP] Lỗi mở khóa autolock trên BO >> Client vẫn check trạng thái khóa softotp,Sub-bug,Need To Do,High,Unresolved,Vượng Phan,"Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",09/Apr/25 4:18 PM,,09/Apr/25 4:28 PM,,,,Chi tiết PTXT,,0,1,_thumb_204007.png,,,,,,,,"1. Xác thực giao dịch - luồng smartOTP
User Nhập sai PIN quá số lần >> bị autolock
2. Mở khóa trên BO >> trạng thái smartOTP = active
3. User Thực hiện lại giao dịch

{*}Hiện tại{*}: Vẫn hiển thị thông báo lỗi Check khóa soft ( như hình)
Server trả trạng thái mid 305: thành công
2025-04-09 16:10:10,475 INFO [ RequestResponseLoggingFilter] [ 184] [400638257623990] [0918913794] [mid305] - Response: \{""mid"":305,""code"":""00"",""codeFull"":""INFO-00"",""authToken"":""d2ed3a8685814ca2ab8dc00cf7f4c349"",""requestId"":""400638257623990"",""showDes"":false,""messages"":[],""tranToken"":""478B1A6AD41C443C8395"",""dataSotp"":""eyJrIjoiMkY5NjU0NEI4M0Y0MUZCMUU2N0Y5RDgwQjQ1RDMzOUNCRjM0MDU2NEI0MjkzMDlCMTIyQjU1NzlBODc4MjFCOERFNjFGNkZDMjg2RTY3NzQ2Nzg5N0I5QkIzMjZDMkQwMTA0RTlBQjNBMDkyMjE2QTAwOTA1NjIzRkZFRUZBMjA2OTQzNTM1MEJENjk1MjhDRjg3M0IyNTQ2RUQzNDNBNjU5RTEwM0M2ODM5MUUzRjVFMjVGQkNGQTdBRkNBNzhBODMxMDI2QjVDQjlGRjNFRDY3NEU3QkE2NUZBNDUxMDUiLCJlIjoiMDFFNjNBRDdBOTMxMTI5Nzk5MTNFREJCMkREOURFQ0VBMjY4RjVFMkUzQTM5RDY3N0U0RkNGNURFQ0EzOTNFRDVGQUI5RTI5QTU0RjdFNEQ4Mjc5RjI5QzNCODI5QjQ1MjBDQzYzQTI5Mjc4QkFCODA0MkFFOTRGQUFBODA2Qjk2NTg5QjIzQjE3REY0RDU2M0M0Q0JGREFBNjVDRTcwRUM5RDgzNkI1Rjk4Q0JEODI5NTU5NjM2QTJDRTM4Qjg4NUQ0NDg0M0Q4MUEyMDIxQkY3RjY5OTVEMjFDNTIyNDVEMDczQzdERjU3MzAwOENBRTJEMTNFRjExNDE2RThGODAxQUFEODZDQzRDNEM1Qjc4RjhFRkJDOEQ5NTYiLCJ0IjoxNzQ0MTg5ODEwLCJsaWNlbnNlVmVyc2lvbiI6MTA3MTE5NSwicyI6Ik1FUUNJQ0NockdIUFhKeHRQV0ZZREcvRmlNdE9yZU1iTEdBQ2NhVFhyTE5YT3d1V0FpQWVqTENVNTFwN0gyOE9EK080VnU2MFd6TTRPdXRYTmticFJ4d2dqTVZ4M2c9PSJ9"",""timeExpireSms"":""120"",""otpForTxn"":"""",""softForClientView"":{""transId"":1000524461,""fromAccount"":""8880032387"",""amount"":""20000"",""toAccount"":""0918913794""},""source"":""MB"",""os"":""ANDROID"",""clientIP"":""210.245.52.67"",""lang"":""vi"",""initSource"":""MB"",""authDetails"":[\{""mainMethod"":""0"",""mainStatus"":""1"",""groupMethod"":""0""}],""clientIPInit"":""210.245.52.67"",""success"":true,""ipServer"":""10.22.18.8:8188"",""des"":""Thành Công""}
*Mong muốn:* Vẫn cho phép thực hiện giao dịch thành công",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qdaw:,,,,,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22529,BIDVOMNI-19880 [SIT][AND] Chưa vào được màn Home Reward trước đăng nhập,Sub-bug,Need To Do,High,Unresolved,"Đức, Trần Xuân (KCN, PTUDDD)","Thảo, Nguyễn Thị (KCN, PTNV)","Thảo, Nguyễn Thị (KCN, PTNV)",09/Apr/25 4:06 PM,,09/Apr/25 4:13 PM,,,,,,0,1,,,,,,,,,"# Vào APP BIDV trước đăng nhập chọn Đổi quà

Hiện trạng: Yêu cầu đăng nhập vào app BIDV

Mong muốn:

Vào được màn Home Reward với thông tin list quà, nhấn đổi quà mới yêu cầu đăng nhập",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qd7c:,,,,,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22516,BIDVOMNI-19520 [IB] Trang chủ thanh toán,Sub-bug,Need To Do,High,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Linh, Đinh Thị Thảo (KCN, PTNV)","Linh, Đinh Thị Thảo (KCN, PTNV)",09/Apr/25 3:22 PM,,09/Apr/25 4:04 PM,,,,Thanh toán hóa đơn,,0,1,,,,,,,"BIDVOMNI-22513, BIDVOMNI-22520",,"Trình duyệt: Chorme

Step:
# Login thành công
# Home > chức năng thanh toán
# Nhấn 1 dịch vụ bất kỳ khi thực hiện khóa 152

*KQTT:* Vẫn hiển thị màn hình khởi tạo thanh toán

*KQMM:* Show thông báo lỗi > back lại màn hình trc đó",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcww:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22521,BIDVOMNI-17099 (AND) [Phát hành thẻ GNNĐ] Không truyền trường payCardFee với ĐC nhận thẻ là địa chỉ thường trú/địa chỉ hiện tại/địa chỉ liên hệ,Sub-bug,Need To Do,High,Unresolved,"Yến, Lê Bảo (KCN, PTUDDD)","Ngân, Nguyễn Kim (KCN, PTNV)","Ngân, Nguyễn Kim (KCN, PTNV)",09/Apr/25 3:37 PM,,09/Apr/25 3:43 PM,,,,Phát hành thẻ GNDĐ,,0,1,_thumb_203979.png,,,,,,,,"*KQ thực tế:*
* Không truyền trường payCardFee với ĐC nhận thẻ là địa chỉ thường trú/địa chỉ hiện tại/địa chỉ liên hệ

_Log server trả ở mid 580:_

2025-04-09 15:28:56,100 INFO [ RequestResponseLoggingFilter] [ 184] [622864553633194] [0377887680] [mid580] - Response: \{""mid"":580,""code"":""00"",""des"":""Thỏa mãn điều kiện đăng ký thẻ"",""requestId"":""622864553633194"",""showDes"":false,""messages"":[],""lstProfile"":[{""cardId"":""41"",""cardGroup"":""1"",""cardProfile"":""DG25"",""cardForm"":""1"",""issForm"":""1"",""nonResAllowed"":""0"",""cardDelivery"":""1"",""cardIssFee"":""0"",""cardDlvFee"":""200"",""cardInfoHtml"":""<p>M&atilde; sản phẩm DG25</p>\n\n<figure class=\""easyimage easyimage-full\""><img alt=\""\"" src=\""blob:http://10.53.129.199/9a16b4e6-e088-4d47-ba52-fd7c580b3637\"" width=\""1011\"" />\n<figcaption></figcaption>\n</figure>\n\n<p>&nbsp;</p>"",""cardProductDesc"":""BIDV Smart"",""cardType"":""D"",""vat"":""20"",""cardPlan"":""BIDV""}],""type"":""1"",""success"":true,""ipServer"":""10.22.18.8:8187""}

_Log client gửi lên ở mid 578:_

2025-04-09 15:30:50,711 INFO [ RequestWrapper] [ 194] [214039073546881] [0377887680] [mid578] - Request: \{""accNo"":""6522449045"",""cardGroup"":""1"",""cardInfo"":{""brCode"":""990000"",""cardType"":""DG25"",""homeAddress"":""11 PHO 356 KIM MA "",""issForm"":""1"",""isuCardFee"":""0"",""mailingAddress"":""11 PHO 356 KIM MA "",""payCardAdd"":"""",""payCardAddType"":""0"",""payCardDTName"":""QUAN BA DINH"",""payCardprName"":""HA NOI"",""primaryAddress"":""11 PHO 356 KIM MA "",""registrationType"":""1""},""cusAgree"":""1"",""email"":""ngannk@vnpay.com"",""accLink"":[\{""accNo"":""8800389999"",""accType"":""D"",""ccy"":""VND""},\{""accNo"":""8830112923"",""accType"":""D"",""ccy"":""VND""},\{""accNo"":""6522449045"",""accType"":""D"",""ccy"":""VND""}],""referCode"":"""",""appVersion"":""5.2.99"",""attachedRoot"":""0"",""branchCode"":""990000"",""cifNo"":""20242569"",""clientId"":1083432,""devicetype"":""Android"",""function"":""3"",""isHook"":""0"",""isRoot"":""0"",""lang"":""vi"",""mid"":578,""sessionId"":""******"",""source"":""MB"",""user"":""0377887680"",""DT"":""ANDROID"",""E"":""###3fb86a3f3bb82b59###ffffffff-8a10-7e6e-ffff-ffffef05ac4a"",""PM"":""RMX5000"",""OV"":""34"",""PS"":""IS_SAFE"",""ATS"":""25:04:09:08:28:31"",""mainColor"":""585963"",""incremental"":""94451235ba4874d3b64f92081310b78ad57988336c41ec0948c4b2b2405b4a1399f8dcf190d05e3e0bde508a57671bde7c824e3d33c7a3a49de1454e64328dbd"",""c"":""3383932303337373838373638303235303430393038333034392"",""ads"":691,""requestId"":""214039073546881"",""clientKeyId"":""0001083368"",""initSource"":""MB"",""clientIP"":""210.245.52.67"",""mainColorTime"":""250409083049""}

*KQ mong muốn:*
* Với ĐC nhận thẻ là địa chỉ thường trú/địa chỉ hiện tại/địa chỉ liên hệ, truyền giá trị ở trường payCardFee

!image-2025-04-09-15-37-12-397.png|width=850,height=130!",,,,,,,Logic,,,,,,Chuyển đổi core thẻ,,,,,,,,,,Auto bottom up,,,,,,1|i0qd14:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-21811,BIDVOMNI-14048 [AND][Mẫu nộp thuế][Chi tiết mẫu nộp thuế]: Check khi thực hiện Xóa mẫu,Sub-bug,In Progress,High,Resolve,"Hiếu, Nguyễn Trung (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",28/Mar/25 4:23 PM,,09/Apr/25 3:23 PM,02/Apr/25 10:28 AM,,,Nộp thuế,,0,1,,,,,,,"BIDVOMNI-21804, BIDVOMNI-21812",,"1. Tại màn hình Chi tiết mẫu nộp thuế
2.Nhấn Xóa mẫu nộp thuế
3. Thực hiện nhấn xóa
KQMM: Xóa thành công mẫu>> Khi xóa thành công load lại được danh sách mẫu mới nhất
KQTT: Đang không đi được hết luồng xóa mẫu",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pspk:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22513,BIDVOMNI-19520 [IB] Trang chủ thanh toán,Sub-bug,Need To Do,High,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Linh, Đinh Thị Thảo (KCN, PTNV)","Linh, Đinh Thị Thảo (KCN, PTNV)",09/Apr/25 3:16 PM,,09/Apr/25 3:22 PM,,,,Thanh toán hóa đơn,,0,1,_thumb_203964.png,,,,,,"BIDVOMNI-22504, BIDVOMNI-22516",,"Trình duyệt: Chorme

Step:
# Login thành công
# Home > chức năng thanh toán
# Nhấn 1 dịch vụ bất kỳ, kiểm tra lọc tài khoản TH k có tk thỏa mãn rule 0440, debit = 1

*KQTT:* Vẫn hiển thị màn hình khởi tạo, cụm thông tin tk rỗng

*KQMM:* Show popup lỗi > đóng popup hiển thị màn hình trc đó",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcv4:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-21804,BIDVOMNI-14048 [AND][Mẫu nộp thuế][Chi tiết mẫu nộp thuế]: Check hiển thị pupop khi xóa mẫu,Sub-bug,In Progress,High,Resolve,"Hiếu, Nguyễn Trung (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",28/Mar/25 3:56 PM,,09/Apr/25 3:18 PM,02/Apr/25 10:28 AM,,,Nộp thuế,,0,1,_thumb_201711.png _thumb_203925.png,,,,,,"BIDVOMNI-21811, BIDVOMNI-21789",,"1. Tại màn hình Chi tiết mẫu nộp thuế
2.Nhấn Xóa mẫu nộp thuế
3. Kiểm tra hiển thị Popup
KQMM: Hiển thị popup thông báo: 'Bạn có chắc chắn muốn xóa Mẫu nộp thuế'
- Button Đóng
- Button Xóa
KQTT: Đang hiển thị như ảnh đính kèm",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0psmo:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22504,BIDVOMNI-19520 [IB] Trang chủ thanh toán,Sub-bug,Need To Do,High,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Linh, Đinh Thị Thảo (KCN, PTNV)","Linh, Đinh Thị Thảo (KCN, PTNV)",09/Apr/25 2:37 PM,,09/Apr/25 3:16 PM,,,,Thanh toán hóa đơn,,0,1,,,,,,,"BIDVOMNI-22513, BIDVOMNI-22502",,"Trình duyệt: Chorme

Step:
# Login thành công
# Home > Tìm kiếm chức năng thanh toán

*KQTT:* Không tìm thấy chức năng

*KQMM:* Tìm thấy chức năng -> clieck hiển thị màn hình trang chủ thanh toán",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcnk:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22484,BIDVOMNI-19520 [IB] Trang chủ thanh toán,Sub-bug,Need To Do,High,Unresolved,"Anh, Lê Tuấn (KCN, DVTCDT)","Linh, Đinh Thị Thảo (KCN, PTNV)","Linh, Đinh Thị Thảo (KCN, PTNV)",09/Apr/25 11:44 AM,,09/Apr/25 1:30 PM,,,,Thanh toán hóa đơn,,0,1,_thumb_203873.png,,,,,,"BIDVOMNI-22483, BIDVOMNI-22488",,"Trình duyệt: Chorme

Step:
# Login thành công
# Tại chức năng tài khoản thanh toán
# Nhấn thanh toán

*KQTT:* Không có action

*KQMM:* Hiển thị màn trang chủ thanh toán",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qcaw:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22480,BIDVOMNI-19520 [AND] Trang chủ thanh toán,Sub-bug,Need To Do,High,Unresolved,"Khánh, Nguyễn Công (KCN, PTUDDD)","Linh, Đinh Thị Thảo (KCN, PTNV)","Linh, Đinh Thị Thảo (KCN, PTNV)",09/Apr/25 11:05 AM,,09/Apr/25 1:23 PM,,,,Thanh toán hóa đơn,,0,1,,,,,,,BIDVOMNI-22228,,"Step:
# Home > thanh toán
# Nhấn tìm kiếm nhưng lỗi 147

*KQTT:* Vẫn cho phép tìm kiếm

*KQMM:* Show thông báo lỗi > đóng popup hiển thị amfn hình trang chủ thanh toán

Chỉ cho phép tìm kiếm khi gọi thành công 147 hoặc có cache 147",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0qc0g:,,,,Android,,,None,None,None,,,None
